user_id,user_budget,user_preferensi,menu_id,cocok
1081,20000,snackbox,11,0
1082,35000,nasi,19,1
1083,15000,snack,22,0
1084,20000,paket,19,0
1085,100000,paket,17,0
1086,10000,snackbox,8,0
1087,35000,makanan,14,0
1088,25000,snackbox,18,0
1089,10000,snack,25,0
1090,15000,snackbox,13,0
1091,15000,snack,1,0
1092,15000,snack,22,0
1093,35000,paket,18,1
1094,35000,paket,7,0
1095,10000,snack,12,0
1096,10000,paket,4,0
1097,10000,dessert,9,1
1098,10000,paket,3,0
1099,75000,nasi,20,1
1100,10000,makanan,5,0
1101,75000,snack,25,0
1102,25000,makanan,22,1
1103,15000,snack,20,0
1104,100000,nasi,17,0
1105,100000,makanan,23,0
1106,25000,paket,3,1
1107,75000,snack,8,1
1108,20000,snack,12,0
1109,10000,nasi,10,0
1110,50000,snackbox,24,0
1111,20000,makanan,25,1
1112,50000,paket,16,0
1113,10000,makanan,5,0
1114,25000,snack,9,1
1115,15000,paket,18,0
1116,10000,nasi,23,0
1117,35000,nasi,11,1
1118,15000,dessert,13,0
1119,25000,nasi,4,0
1120,100000,paket,20,0
1121,20000,snack,7,0
1122,50000,snack,14,0
1123,35000,dessert,22,0
1124,35000,makanan,22,0
1125,10000,snackbox,8,0
1126,100000,makanan,23,0
1127,75000,paket,23,0
1128,20000,nasi,22,0
1129,15000,snackbox,9,0
1130,15000,dessert,13,0
1131,20000,makanan,15,0
1132,25000,dessert,12,1
1133,15000,snackbox,9,0
1134,75000,paket,3,0
1135,100000,paket,5,1
1136,25000,dessert,20,1
1137,10000,snack,18,0
1138,10000,dessert,7,0
1139,15000,snack,13,0
1140,100000,paket,8,0
1141,10000,snackbox,5,0
1142,20000,snackbox,25,0
1143,100000,nasi,19,1
1144,100000,nasi,17,0
1145,100000,snack,18,0
1146,25000,snack,25,0
1147,25000,paket,17,0
1148,10000,snackbox,24,0
1149,35000,nasi,3,0
1150,100000,nasi,8,0
1151,20000,snackbox,10,0
1152,35000,dessert,20,1
1153,75000,makanan,4,0
1154,25000,paket,9,1
1155,75000,dessert,5,1
1156,10000,snackbox,2,0
1157,25000,paket,16,0
1158,50000,nasi,24,1
1159,35000,nasi,22,1
1160,35000,paket,5,1
1161,100000,paket,24,0
1162,100000,nasi,22,1
1163,15000,snack,7,1
1164,50000,nasi,12,1
1165,10000,nasi,3,0
1166,25000,snack,9,1
1167,50000,makanan,25,1
1168,50000,paket,16,1
1169,35000,paket,2,0
1170,10000,nasi,5,0
1171,25000,snackbox,16,1
1172,10000,makanan,11,0
1173,25000,snackbox,5,0
1174,50000,paket,18,0
1175,15000,makanan,16,0
1176,75000,snack,24,0
1177,20000,snackbox,20,0
1178,15000,snackbox,1,1
1179,10000,snackbox,11,0
1180,50000,snack,12,0
1181,35000,snackbox,17,1
1182,20000,snackbox,22,0
1183,100000,paket,18,0
1184,100000,dessert,8,0
1185,75000,nasi,7,1
1186,15000,dessert,18,0
1187,50000,makanan,8,0
1188,20000,makanan,17,0
1189,20000,snackbox,3,0
1190,20000,dessert,9,0
1191,75000,snackbox,11,1
1192,25000,snackbox,13,0
1193,75000,snackbox,11,1
1194,50000,snackbox,8,0
1195,75000,dessert,18,0
1196,100000,snackbox,9,0
1197,75000,snackbox,4,1
1198,100000,dessert,3,1
1199,15000,paket,15,0
1200,35000,nasi,24,1
1201,75000,snack,5,0
1202,20000,nasi,13,0
1203,25000,makanan,10,1
1204,15000,nasi,15,0
1205,15000,dessert,8,0
1206,10000,snack,18,0
1207,10000,makanan,22,0
1208,75000,makanan,21,1
1209,20000,snack,21,0
1210,25000,snackbox,4,0
1211,35000,snack,2,1
1212,35000,snack,8,1
1213,10000,dessert,9,0
1214,25000,dessert,2,1
1215,75000,nasi,3,0
1216,35000,snack,12,0
1217,100000,snack,8,1
1218,10000,makanan,25,0
1219,10000,snackbox,2,0
1220,75000,makanan,13,0
1221,20000,dessert,9,0
1222,25000,snack,21,0
1223,50000,nasi,21,1
1224,20000,snack,22,0
1225,25000,nasi,20,1
1226,75000,paket,23,1
1227,20000,snackbox,18,0
1228,75000,snack,1,0
1229,75000,snack,16,0
1230,100000,snackbox,7,0
1231,20000,nasi,21,0
1232,50000,snack,10,1
1233,75000,snack,11,0
1234,20000,snack,9,1
1235,100000,nasi,20,0
1236,75000,nasi,17,0
1237,100000,paket,7,0
1238,75000,makanan,23,1
1239,35000,dessert,11,1
1240,35000,snack,15,0
1241,50000,snack,1,0
1242,20000,snackbox,8,0
1243,10000,dessert,25,0
1244,25000,dessert,8,0
1245,50000,dessert,1,1
1246,50000,makanan,2,0
1247,35000,nasi,22,1
1248,10000,snackbox,19,0
1249,50000,snack,22,0
1250,35000,snack,11,0
1251,100000,makanan,25,0
1252,50000,dessert,17,0
1253,15000,makanan,19,0
1254,100000,nasi,22,1
1255,50000,paket,22,0
1256,100000,paket,18,0
1257,20000,snack,5,0
1258,15000,snack,10,0
1259,35000,snackbox,18,1
1260,25000,dessert,1,1
1261,35000,makanan,18,0
1262,15000,dessert,20,0
1263,50000,nasi,23,1
1264,20000,makanan,10,0
1265,20000,dessert,1,1
1266,100000,dessert,20,0
1267,35000,snack,24,0
1268,100000,makanan,3,1
1269,75000,snackbox,15,1
1270,100000,dessert,24,0
1271,100000,snackbox,18,0
1272,35000,snackbox,18,0
1273,75000,snack,1,0
1274,100000,makanan,23,1
1275,35000,dessert,11,1
1276,75000,nasi,11,0
1277,50000,nasi,22,1
1278,35000,snack,10,0
1279,35000,dessert,19,1
1280,25000,snack,5,0
1281,15000,snack,5,0
1282,15000,makanan,1,1
1283,35000,makanan,3,0
1284,25000,snack,7,1
1285,15000,nasi,14,0
1286,10000,snackbox,7,0
1287,20000,nasi,10,0
1288,10000,nasi,2,0
1289,20000,nasi,23,0
1290,20000,dessert,23,0
1291,25000,snack,5,0
1292,35000,makanan,6,0
1293,100000,snackbox,18,0
1294,15000,snackbox,10,0
1295,15000,paket,20,0
1296,25000,dessert,13,0
1297,75000,dessert,25,0
1298,20000,makanan,15,0
1299,75000,nasi,7,0
1300,10000,dessert,9,0
1301,75000,makanan,15,0
1302,15000,makanan,4,0
1303,10000,snack,11,0
1304,25000,snackbox,14,0
1305,20000,snackbox,13,0
1306,10000,dessert,15,0
1307,100000,dessert,1,1
1308,100000,nasi,5,0
1309,20000,dessert,21,0
1310,10000,paket,16,0
1311,100000,snack,1,0
1312,15000,nasi,7,0
1313,20000,snack,23,0
1314,75000,snack,5,1
1315,35000,snackbox,16,1
1316,35000,nasi,1,0
1317,35000,nasi,22,1
1318,10000,snack,17,0
1319,35000,snack,19,1
1320,20000,snackbox,5,0
1321,50000,dessert,20,1
1322,50000,paket,5,0
1323,75000,snackbox,2,0
1324,100000,paket,15,0
1325,25000,nasi,12,0
1326,20000,paket,18,0
1327,15000,dessert,17,0
1328,75000,snackbox,16,1
1329,35000,dessert,8,1
1330,25000,makanan,17,0
1331,25000,snack,3,0
1332,10000,nasi,21,0
1333,75000,makanan,16,0
1334,25000,nasi,4,0
1335,10000,paket,6,0
1336,75000,nasi,25,0
1337,15000,nasi,4,0
1338,100000,snackbox,19,0
1339,10000,makanan,19,0
1340,50000,makanan,10,0
1341,35000,snackbox,12,1
1342,15000,paket,4,0
1343,15000,snack,21,0
1344,10000,nasi,23,0
1345,15000,snackbox,7,0
1346,20000,paket,19,0
1347,100000,snack,7,0
1348,25000,makanan,23,0
1349,100000,snack,19,0
1350,35000,nasi,10,0
1351,50000,paket,4,1
1352,75000,snack,6,0
1353,25000,snackbox,14,0
1354,35000,makanan,21,0
1355,20000,makanan,12,0
1356,15000,makanan,16,0
1357,15000,nasi,22,0
1358,20000,dessert,1,1
1359,75000,makanan,24,0
1360,20000,dessert,7,1
1361,10000,makanan,9,0
1362,10000,snackbox,4,0
1363,50000,paket,8,0
1364,10000,dessert,25,0
1365,50000,paket,5,0
1366,20000,snack,19,0
1367,50000,snack,4,0
1368,100000,dessert,4,1
1369,15000,nasi,14,0
1370,35000,paket,13,0
1371,20000,snack,13,0
1372,15000,snack,6,0
1373,15000,dessert,5,1
1374,50000,snack,7,1
1375,25000,makanan,19,0
1376,20000,snackbox,3,0
1377,20000,nasi,3,0
1378,50000,makanan,12,1
1379,50000,makanan,16,1
1380,15000,snack,13,0
1381,35000,snack,9,1
1382,35000,snackbox,4,0
1383,35000,dessert,16,0
1384,35000,nasi,12,0
1385,75000,snackbox,18,0
1386,25000,dessert,20,0
1387,75000,snack,16,0
1388,35000,makanan,24,0
1389,10000,makanan,16,0
1390,75000,snackbox,12,0
1391,15000,nasi,25,0
1392,50000,makanan,1,1
1393,15000,nasi,2,0
1394,25000,nasi,11,0
1395,20000,snackbox,18,0
1396,15000,snackbox,18,0
1397,75000,dessert,18,1
1398,10000,makanan,1,0
1399,75000,snackbox,8,1
1400,35000,makanan,1,0
1401,20000,snack,23,0
1402,15000,snackbox,4,0
1403,10000,snack,7,0
1404,25000,dessert,7,1
1405,20000,paket,2,0
1406,25000,makanan,3,1
1407,75000,snackbox,12,0
1408,100000,nasi,13,0
1409,50000,makanan,8,0
1410,15000,paket,7,0
1411,25000,snackbox,21,0
1412,75000,snack,24,1
1413,35000,paket,4,0
1414,35000,snack,16,0
1415,50000,nasi,4,0
1416,75000,dessert,17,1
1417,100000,dessert,20,0
1418,25000,snackbox,16,1
1419,15000,makanan,10,0
1420,25000,paket,2,0
1421,20000,paket,7,0
1422,75000,nasi,24,1
1423,10000,nasi,17,0
1424,35000,dessert,5,1
1425,15000,nasi,15,0
1426,20000,dessert,7,1
1427,75000,dessert,6,1
1428,35000,snackbox,7,0
1429,10000,snack,8,1
1430,35000,paket,16,0
1431,25000,nasi,17,0
1432,20000,snack,4,1
1433,75000,snack,15,0
1434,15000,dessert,9,0
1435,75000,snack,23,0
1436,15000,dessert,6,1
1437,50000,snack,16,0
1438,100000,dessert,12,0
1439,100000,dessert,20,1
1440,100000,makanan,2,0
1441,20000,paket,17,0
1442,15000,makanan,1,1
1443,75000,snackbox,21,0
1444,10000,snack,20,0
1445,25000,paket,13,0
1446,20000,nasi,25,0
1447,10000,snack,20,0
1448,50000,paket,20,0
1449,10000,dessert,24,0
1450,10000,snack,25,0
1451,20000,snack,11,0
1452,100000,nasi,24,1
1453,75000,paket,7,0
1454,75000,snack,20,0
1455,10000,snackbox,23,0
1456,35000,snack,22,0
1457,15000,nasi,17,0
1458,15000,makanan,2,0
1459,100000,dessert,2,1
1460,50000,snack,17,1
1461,100000,snackbox,14,0
1462,15000,makanan,2,0
1463,35000,dessert,18,0
1464,15000,nasi,5,0
1465,10000,dessert,13,0
1466,15000,makanan,8,0
1467,75000,makanan,3,0
1468,35000,snackbox,6,0
1469,10000,snack,11,0
1470,20000,nasi,2,0
1471,20000,snackbox,19,0
1472,35000,makanan,2,0
1473,25000,makanan,7,0
1474,35000,paket,14,0
1475,35000,snack,19,1
1476,50000,nasi,25,0
1477,25000,dessert,22,0
1478,10000,dessert,25,0
1479,15000,nasi,17,0
1480,75000,paket,13,1
1481,25000,paket,18,0
1482,20000,snack,12,0
1483,50000,dessert,23,0
1484,50000,snackbox,24,1
1485,10000,dessert,9,0
1486,75000,paket,4,0
1487,100000,makanan,16,0
1488,20000,snack,12,0
1489,75000,nasi,25,0
1490,25000,snack,4,0
1491,25000,nasi,15,0
1492,25000,makanan,22,1
1493,20000,snackbox,5,0
1494,35000,snack,11,0
1495,10000,dessert,4,1
1496,20000,paket,13,0
1497,50000,paket,10,0
1498,25000,nasi,19,1
1499,20000,snackbox,24,1
1500,35000,makanan,12,0
